site_ID;biological_control;birdwatching;ecosystem_engineering;food;pest_control;pollination;seed_dispersal;seed_predation;Total_high
58;0;0;0;0;0;0;0;0;0
59;0;0;0;0;0;0;0;0;0
60;0;0;0;0;0;0;0;0;0
61;0;0;0;0;0;0;0;0;0
62;0;0;0;0;0;0;0;0;0
63;0;0;0;0;0;0;0;0;0
64;0;0;0;0;0;0;0;0;0
65;0;0;0;0;0;0;0;0;0
66;0;0;0;0;0;0;0;0;0
67;0;0;0;0;0;0;0;0;0
68;0;0;0;0;0;0;0;0;0
69;0;0;0;0;0;0;0;0;0
70;0;0;0;0;0;0;0;0;0
71;0;0;0;0;0;0;0;0;0
72;0;0;0;0;0;0;0;0;0
73;0;0;0;0;0;0;0;0;0
74;0;0;0;0;0;0;0;0;0
75;0;0;0;0;0;0;0;0;0
76;0;0;0;0;0;0;0;0;0
77;0;0;0;0;0;0;0;0;0
78;0;0;0;0;0;0;0;0;0
79;0;0;0;0;0;0;0;0;0
80;0;0;0;0;0;0;0;0;0
81;0;0;0;0;0;0;0;0;0
82;0;0;0;0;0;0;0;0;0
83;0;0;0;0;0;0;0;0;0
84;0;0;0;0;0;0;0;0;0
85;0;0;0;0;0;0;0;0;0
86;0;0;0;0;0;0;0;0;0
87;0;0;0;0;0;0;0;0;0
88;0;0;0;0;0;0;0;0;0
89;0;0;0;0;0;0;0;0;0
90;0;0;0;0;0;0;0;0;0
91;0;0;0;0;0;0;0;0;0
92;0;0;0;0;0;0;0;0;0
93;0;0;0;0;0;0;0;0;0
94;0;0;0;0;0;0;0;0;0
95;0;0;0;0;0;0;0;0;0
96;0;0;0;0;0;0;0;0;0
97;0;0;0;0;0;0;0;0;0
98;0;0;0;0;0;0;0;0;0
99;0;0;0;0;0;0;0;0;0
100;0;0;0;0;0;0;0;0;0
101;0;0;0;0;0;0;0;0;0
102;0;0;0;0;0;0;0;0;0
103;0;0;0;0;0;0;0;0;0
104;0;0;0;0;0;0;0;0;0
105;0;0;0;0;0;0;0;0;0
106;0;0;0;0;0;0;0;0;0
107;0;0;0;0;0;0;0;0;0
108;0;0;0;0;0;0;0;0;0
109;0;0;0;0;0;0;0;0;0
110;0;0;0;0;0;0;0;0;0
111;0;0;0;0;0;0;0;0;0
112;0;0;0;0;0;0;0;0;0
113;0;0;0;0;0;0;0;0;0
114;0;0;0;0;0;0;0;0;0
115;0;0;0;0;0;0;0;0;0
116;0;0;0;0;0;0;0;0;0
117;0;0;0;0;0;0;0;0;0
118;0;0;0;0;0;0;0;0;0
119;0;0;0;0;0;0;0;0;0
120;0;0;0;0;0;0;0;0;0
121;0;0;0;0;0;0;0;0;0
122;0;0;0;0;0;0;0;0;0
123;0;0;0;0;0;0;0;0;0
124;0;0;0;0;0;0;0;0;0
125;0;0;0;0;0;0;0;0;0
126;0;0;0;0;0;0;0;0;0
127;0;0;0;0;0;0;0;0;0
128;0;0;0;0;0;0;0;0;0
129;0;0;0;0;0;0;0;0;0
130;0;0;0;0;0;0;0;0;0
131;0;0;0;0;0;0;0;0;0
132;0;0;0;0;0;0;0;0;0
133;0;0;0;0;0;0;0;0;0
134;0;0;0;0;0;0;0;0;0
135;0;0;0;0;0;0;0;0;0
136;0;0;0;0;0;0;0;0;0
137;0;0;0;0;0;0;0;0;0
138;0;0;0;0;0;0;0;0;0
139;0;1;0;1;0;0;1;1;4
140;0;0;0;0;0;0;0;0;0
141;0;0;0;0;0;0;0;0;0
142;0;0;0;0;0;0;0;0;0
143;0;0;0;0;0;0;0;0;0
144;0;0;0;0;0;0;0;0;0
145;0;0;0;0;0;0;0;0;0
146;0;0;0;0;0;0;0;0;0
147;0;0;0;0;0;0;0;0;0
148;0;0;0;0;0;0;0;0;0
149;0;1;0;0;0;0;0;1;2
150;0;0;0;0;0;0;0;0;0
151;0;0;0;0;0;0;0;0;0
152;0;0;0;0;0;0;0;0;0
153;0;0;0;0;0;0;0;0;0
154;0;1;0;0;0;0;0;1;2
155;0;0;0;0;0;0;0;0;0
156;0;1;0;0;0;0;0;1;2
157;0;1;0;0;0;0;0;1;2
158;0;1;0;1;0;0;1;0;3
159;0;1;0;0;0;0;0;1;2
160;0;0;0;0;0;0;0;0;0
161;0;0;0;0;0;0;0;0;0
162;0;0;0;0;0;0;0;0;0
163;0;0;0;0;0;0;0;0;0
164;0;1;0;0;0;0;0;1;2
165;0;1;0;0;0;0;0;1;2
166;0;1;0;0;0;0;0;1;2
167;0;0;0;0;0;0;0;0;0
168;0;0;0;0;0;0;0;0;0
169;0;1;0;0;0;0;0;1;2
170;0;1;0;0;0;0;0;1;2
171;0;1;0;0;0;0;0;1;2
172;0;0;0;0;0;0;0;0;0
173;0;0;0;0;0;0;0;0;0
174;0;0;0;0;0;0;0;0;0
175;0;1;0;0;0;0;0;1;2
176;0;1;0;0;0;0;0;1;2
177;0;0;0;0;0;0;0;0;0
178;0;0;0;0;0;0;0;0;0
179;0;0;0;0;0;0;0;0;0
180;0;0;0;0;0;0;0;0;0
181;0;0;0;0;0;0;0;0;0
182;0;1;0;0;0;0;0;1;2
183;0;1;0;1;0;0;1;0;3
184;0;1;0;0;0;0;0;1;2
185;0;1;0;0;0;0;0;1;2
186;0;0;0;0;0;0;0;0;0
187;0;1;0;0;0;0;0;1;2
188;0;0;0;0;0;0;0;0;0
189;0;1;0;0;0;0;0;1;2
190;0;0;0;0;0;0;0;0;0
191;0;1;0;0;0;0;0;1;2
192;0;1;0;0;0;0;0;1;2
193;0;0;0;0;0;0;0;0;0
194;0;1;0;1;0;0;1;1;4
195;0;1;0;0;0;0;1;1;3
196;0;1;0;0;0;0;1;1;3
197;0;1;0;0;0;0;0;1;2
198;0;0;0;0;0;0;0;0;0
199;0;1;0;0;0;0;0;1;2
200;0;0;0;0;0;0;0;0;0
201;0;0;0;0;0;0;0;0;0
202;0;0;0;0;0;0;0;0;0
203;0;0;0;0;0;0;0;0;0
204;0;1;0;0;0;0;0;1;2
205;0;1;0;1;0;0;1;0;3
206;0;0;0;0;0;0;0;0;0
207;0;0;0;0;0;0;0;0;0
208;0;1;0;0;0;0;1;1;3
209;0;0;0;0;0;0;0;0;0
210;0;1;0;0;0;0;1;1;3
211;0;0;0;0;0;0;0;0;0
212;0;1;0;0;0;0;0;1;2
213;0;0;0;0;0;0;0;0;0
214;0;1;0;1;0;0;1;0;3
215;0;0;0;0;0;0;0;0;0
216;0;1;0;0;0;0;0;1;2
217;0;0;0;0;0;0;0;0;0
218;0;1;0;0;0;0;1;1;3
219;0;1;0;0;0;0;1;1;3
220;0;1;0;0;0;0;1;1;3
221;0;0;0;0;0;0;0;0;0
222;0;0;0;0;0;0;0;0;0
223;0;1;0;0;0;0;1;1;3
224;0;1;0;0;0;0;1;1;3
225;0;1;0;1;0;0;1;1;4
226;0;1;0;1;0;0;1;1;4
227;0;1;0;0;0;0;0;1;2
228;0;1;0;0;0;0;1;1;3
229;0;0;0;0;0;0;0;0;0
230;0;0;0;0;0;0;0;0;0
231;0;0;0;0;0;0;0;0;0
232;0;1;0;0;0;0;1;1;3
233;0;1;0;0;0;0;1;1;3
234;0;1;0;0;0;0;0;1;2
235;0;1;0;0;0;0;1;1;3
236;0;1;0;0;0;0;0;1;2
237;0;1;0;1;0;0;1;1;4
238;0;0;0;0;0;0;0;0;0
239;0;1;0;0;0;0;0;1;2
240;0;1;0;0;0;0;0;1;2
241;0;1;0;0;0;0;0;1;2
242;0;1;0;0;0;0;0;1;2
243;0;0;0;0;0;0;0;0;0
244;0;1;0;0;0;0;1;1;3
245;0;1;0;0;0;0;1;1;3
246;0;1;0;0;0;0;0;1;2
247;0;0;0;0;0;0;0;0;0
248;0;0;0;0;0;0;0;0;0
249;0;1;0;0;0;0;0;1;2
250;0;1;0;1;0;0;1;1;4
251;0;0;0;0;0;0;0;0;0
252;0;0;0;0;0;0;0;0;0
253;0;1;0;1;0;0;1;1;4
254;0;1;0;0;0;0;0;1;2
255;0;1;0;1;0;0;1;0;3
256;0;1;0;0;0;0;0;1;2
257;0;0;0;0;0;0;0;0;0
258;0;1;0;0;0;0;0;1;2
259;0;1;0;0;0;0;1;1;3
260;0;1;0;0;0;0;0;1;2
261;0;0;0;0;0;0;0;0;0
262;0;1;0;1;0;0;1;1;4
263;0;1;0;1;0;0;1;1;4
264;0;0;0;0;0;0;0;0;0
265;0;1;0;0;0;0;0;1;2
266;0;1;0;1;0;0;1;0;3
267;0;0;0;0;0;0;0;0;0
268;0;0;0;0;0;0;0;0;0
269;0;0;0;0;0;0;0;0;0
270;0;1;0;0;0;0;0;1;2
271;0;0;0;0;0;0;0;0;0
272;0;0;0;0;0;0;0;0;0
273;0;0;0;0;0;0;0;0;0
274;0;1;0;0;0;0;1;1;3
275;0;0;0;0;0;0;0;0;0
276;0;1;0;0;0;0;1;1;3
277;0;1;0;1;0;0;1;0;3
278;0;1;0;0;0;0;1;1;3
279;0;1;0;0;0;0;0;1;2
280;0;1;0;0;0;0;0;1;2
281;0;0;0;0;0;0;0;0;0
282;0;0;0;0;0;0;0;0;0
283;0;1;0;1;0;0;1;0;3
284;0;1;0;1;0;0;1;1;4
285;0;1;0;0;0;0;0;1;2
286;0;1;0;0;0;0;0;1;2
287;0;1;0;0;0;0;1;1;3
288;0;1;0;0;0;0;0;1;2
289;0;0;0;0;0;0;0;0;0
290;0;0;0;0;0;0;0;0;0
291;0;1;0;1;0;0;1;1;4
292;0;1;0;1;0;0;1;0;3
293;0;1;0;1;0;0;1;0;3
294;0;1;0;0;0;0;0;1;2
295;0;1;0;1;0;0;1;1;4
296;0;0;0;0;0;0;0;0;0
297;0;0;0;0;0;0;0;0;0
298;0;1;0;0;0;0;0;1;2
299;0;0;0;0;0;0;0;0;0
300;0;0;0;0;0;0;0;0;0
301;0;1;0;0;0;0;1;1;3
302;0;1;0;0;0;0;1;1;3
303;0;1;0;0;0;0;1;1;3
304;0;1;0;1;0;0;1;0;3
305;0;1;0;1;0;0;1;1;4
306;0;1;0;0;0;0;1;1;3
307;0;1;0;0;0;0;1;1;3
308;0;1;0;1;0;0;1;0;3
309;0;0;0;0;0;0;0;0;0
310;0;1;0;0;0;0;0;1;2
311;0;1;0;1;0;0;1;0;3
312;0;1;0;1;0;0;1;1;4
313;0;0;0;0;0;0;0;0;0
314;0;1;0;0;0;0;0;1;2
315;0;1;0;0;0;0;0;1;2
316;0;0;0;0;0;0;0;0;0
317;0;1;0;0;0;0;1;1;3
318;0;0;0;0;0;0;0;0;0
319;0;1;0;0;0;0;1;1;3
320;0;1;0;1;0;0;1;1;4
321;0;1;0;0;0;0;0;1;2
322;0;1;0;1;0;0;1;0;3
323;0;1;0;1;0;0;1;1;4
324;0;0;0;0;0;0;0;0;0
325;0;1;0;1;0;0;1;0;3
326;0;1;0;1;0;0;1;0;3
327;0;1;0;0;0;0;0;1;2
328;0;1;0;1;0;0;1;0;3
329;0;1;0;1;0;0;1;0;3
330;0;1;0;0;0;0;0;1;2
331;0;1;0;0;0;0;0;1;2
332;0;1;0;0;0;0;1;1;3
333;0;0;0;0;0;0;0;0;0
334;0;1;0;1;0;0;1;1;4
335;0;1;0;1;0;0;1;0;3
336;0;1;0;0;0;0;0;1;2
337;0;1;0;1;0;0;1;1;4
338;0;1;0;1;0;0;1;0;3
339;0;0;0;0;0;0;0;0;0
340;0;0;0;0;0;0;0;0;0
341;0;1;0;0;0;0;0;1;2
342;0;1;0;1;0;0;1;0;3
343;0;1;0;1;0;0;1;1;4
344;0;0;0;0;0;0;0;0;0
345;0;1;0;0;0;0;1;1;3
346;0;0;0;0;0;0;0;0;0
347;0;1;0;0;0;0;0;1;2
348;0;1;0;0;0;0;1;1;3
349;0;0;0;0;0;0;0;0;0
350;0;1;0;0;0;0;0;1;2
351;0;1;0;0;0;0;0;1;2
352;0;0;0;0;0;0;0;0;0
353;0;0;0;0;0;0;0;0;0
354;0;1;0;0;0;0;0;1;2
355;0;1;0;0;0;0;0;1;2
356;0;1;0;0;0;0;0;1;2
357;0;1;0;0;0;0;0;1;2
358;0;1;0;0;0;0;1;1;3
359;0;1;0;0;0;0;0;1;2
360;0;0;0;0;0;0;0;0;0
361;0;1;0;1;0;0;1;1;4
362;0;1;0;0;0;0;0;1;2
363;0;1;0;1;0;0;1;1;4
364;0;1;0;0;0;0;0;1;2
365;0;1;0;1;0;0;1;1;4
366;0;0;0;0;0;0;0;0;0
367;0;1;0;1;0;0;1;1;4
368;0;1;0;0;0;0;0;1;2
369;0;0;0;0;0;0;0;0;0
370;0;1;0;1;0;0;1;0;3
371;0;1;0;1;0;0;1;0;3
372;0;0;0;0;0;0;0;0;0
373;0;0;0;0;0;0;0;0;0
374;0;0;0;0;0;0;0;0;0
375;0;0;0;0;0;0;0;0;0
376;0;1;0;1;0;0;1;0;3
377;0;0;0;0;0;0;0;0;0
378;0;0;0;0;0;0;0;0;0
379;0;1;0;0;0;0;1;1;3
380;0;1;0;0;0;0;0;1;2
381;0;1;0;1;0;0;1;0;3
382;0;1;0;0;0;0;0;1;2
383;0;1;0;1;0;0;1;1;4
384;0;1;0;0;0;0;0;1;2
385;0;0;0;0;0;0;0;0;0
386;0;0;0;0;0;0;0;0;0
387;0;0;0;0;0;0;0;0;0
388;0;0;0;0;0;0;0;0;0
389;0;0;0;0;0;0;0;0;0
390;0;1;0;1;0;0;1;0;3
391;0;0;0;0;0;0;0;0;0
392;0;0;0;0;0;0;0;0;0
393;0;0;0;0;0;0;0;0;0
394;0;1;0;0;0;0;1;1;3
395;0;0;0;0;0;0;0;0;0
396;0;1;0;0;0;0;1;1;3
397;0;0;0;0;0;0;0;0;0
398;0;0;0;0;0;0;0;0;0
399;0;1;0;0;0;0;1;1;3
400;0;1;0;0;0;0;1;1;3
401;0;1;0;0;0;0;1;1;3
402;0;1;0;1;0;0;1;0;3
403;0;1;0;1;0;0;1;1;4
404;0;0;0;0;0;0;0;0;0
405;0;1;0;0;0;0;1;1;3
406;0;0;0;0;0;0;0;0;0
407;0;1;0;0;0;0;0;1;2
408;0;1;0;1;0;0;1;1;4
409;0;1;0;0;0;0;0;1;2
410;0;1;0;0;0;0;0;1;2
411;0;1;0;1;0;0;1;0;3
412;0;1;0;1;0;0;1;0;3
413;0;0;0;0;0;0;0;0;0
414;0;0;0;0;0;0;0;0;0
415;0;1;0;0;0;0;0;1;2
416;0;0;0;0;0;0;0;0;0
417;0;1;0;0;0;0;1;1;3
418;0;1;0;0;0;0;1;1;3
419;0;0;0;0;0;0;0;0;0
420;0;0;0;0;0;0;0;0;0
421;0;1;0;0;0;0;1;1;3
422;0;1;0;0;0;0;1;1;3
423;0;0;0;0;0;0;0;0;0
424;0;0;0;0;0;0;0;0;0
425;0;0;0;0;0;0;0;0;0
426;0;1;0;0;0;0;1;1;3
427;0;1;0;0;0;0;1;1;3
428;0;1;0;0;0;0;1;1;3
429;0;0;0;0;0;0;0;0;0
430;0;1;0;0;0;0;1;1;3
431;0;1;0;0;0;0;1;1;3
432;0;1;0;0;0;0;1;1;3
433;0;0;0;0;0;0;0;0;0
434;0;1;0;0;0;0;1;1;3
435;0;1;0;1;0;0;1;0;3
436;0;1;0;1;0;0;1;1;4
437;0;1;0;0;0;0;1;1;3
438;0;1;0;1;0;0;1;0;3
439;0;1;0;0;0;0;1;1;3
440;0;1;0;1;0;0;1;1;4
441;0;0;0;0;0;0;0;0;0
442;0;1;0;0;0;0;0;1;2
443;0;1;0;0;0;0;0;1;2
444;0;1;0;0;0;0;0;1;2
445;0;0;0;0;0;0;0;0;0
446;0;1;0;1;0;0;1;0;3
447;0;1;0;1;0;0;1;0;3
448;0;0;0;0;0;0;0;0;0
449;0;1;0;0;0;0;1;1;3
450;0;0;0;0;0;0;0;0;0
451;0;1;0;0;0;0;1;1;3
452;0;1;0;0;0;0;1;1;3
453;0;0;0;0;0;0;0;0;0
454;0;0;0;0;0;0;0;0;0
455;0;0;0;0;0;0;0;0;0
456;0;1;0;0;0;0;1;1;3
457;0;0;0;0;0;0;0;0;0
458;0;1;0;0;0;0;1;1;3
459;0;0;0;0;0;0;0;0;0
460;0;1;0;0;0;0;1;1;3
461;0;0;0;0;0;0;0;0;0
462;0;0;0;0;0;0;0;0;0
463;0;0;0;0;0;0;0;0;0
464;0;1;0;0;0;0;1;1;3
465;0;0;0;0;0;0;0;0;0
466;0;0;0;0;0;0;0;0;0
467;0;1;0;0;0;0;1;1;3
468;0;1;0;0;0;0;1;1;3
469;0;0;0;0;0;0;0;0;0
470;0;0;0;0;0;0;0;0;0
471;0;1;0;0;0;0;1;1;3
472;0;1;0;0;0;0;1;1;3
473;0;1;0;0;0;0;0;1;2
474;0;1;0;0;0;0;0;1;2
475;0;1;0;0;0;0;1;1;3
476;0;0;0;0;0;0;0;0;0
477;0;0;0;0;0;0;0;0;0
478;0;1;0;1;1;0;1;0;4
479;0;1;0;0;1;0;0;0;2
480;0;1;0;1;0;0;1;0;3
481;0;1;0;0;0;0;0;1;2
482;0;1;0;0;0;0;0;1;2
483;0;1;0;0;0;0;0;1;2
484;0;1;0;1;0;0;1;0;3
485;0;1;0;0;0;0;0;1;2
486;0;0;0;0;0;0;0;0;0
487;0;0;0;0;0;0;0;0;0
488;0;0;0;0;0;0;0;0;0
489;0;0;0;0;0;0;0;0;0
490;0;0;0;0;0;0;0;0;0
491;0;0;0;0;0;0;0;0;0
492;0;1;0;0;0;0;1;1;3
493;0;1;0;0;0;0;1;1;3
494;0;0;0;0;0;0;0;0;0
495;0;0;0;0;0;0;0;0;0
496;0;0;0;0;0;0;0;0;0
497;0;1;0;0;0;0;1;1;3
498;0;1;0;0;0;0;1;1;3
499;0;0;0;0;0;0;0;0;0
500;0;0;0;0;0;0;0;0;0
501;0;0;0;0;0;0;0;0;0
502;0;0;0;0;0;0;0;0;0
503;0;0;0;0;0;0;0;0;0
504;0;1;0;0;0;0;1;1;3
505;0;0;0;0;0;0;0;0;0
506;0;1;0;0;0;0;1;1;3
507;0;1;0;0;0;0;1;1;3
508;0;0;0;0;0;0;0;0;0
509;0;1;0;0;0;0;1;1;3
510;0;1;0;1;0;0;1;1;4
511;0;1;0;0;0;0;1;1;3
512;0;1;0;1;0;0;1;1;4
513;0;1;0;1;0;0;1;1;4
514;0;1;0;0;0;0;1;1;3
515;0;1;0;1;0;0;1;1;4
516;0;1;0;1;0;0;1;1;4
517;0;1;0;1;1;0;1;1;5
518;0;1;0;0;0;0;0;1;2
519;0;1;0;0;0;0;0;1;2
520;0;1;0;0;0;0;1;1;3
521;0;1;0;1;0;0;1;1;4
522;0;1;0;1;0;0;0;1;3
523;0;1;0;1;0;0;0;1;3
524;0;0;0;0;0;0;0;0;0
525;0;0;0;0;0;0;0;0;0
526;0;0;0;0;0;0;0;0;0
527;0;1;0;0;0;0;1;1;3
528;0;0;0;0;0;0;0;0;0
529;0;0;0;0;0;0;0;0;0
530;0;0;0;0;0;0;0;0;0
531;0;0;0;0;0;0;0;0;0
532;0;0;0;0;0;0;0;0;0
533;0;1;0;0;0;0;1;1;3
534;0;0;0;0;0;0;0;0;0
535;0;0;0;0;0;0;0;0;0
536;0;0;0;0;0;0;0;0;0
537;0;0;0;0;0;0;0;0;0
538;0;0;0;0;0;0;0;0;0
539;0;0;0;0;0;0;0;0;0
540;0;0;0;0;0;0;0;0;0
541;0;0;0;0;0;0;0;0;0
542;0;0;0;0;0;0;0;0;0
543;0;0;0;0;0;0;0;0;0
544;0;1;0;0;0;0;1;1;3
545;0;0;0;0;0;0;0;0;0
546;0;1;0;0;0;0;0;1;2
547;0;0;0;0;0;0;0;0;0
548;0;1;0;0;0;0;1;1;3
549;0;0;0;0;0;0;0;0;0
550;0;1;0;1;0;0;1;1;4
551;0;1;0;1;0;0;1;1;4
552;0;1;0;0;0;0;1;1;3
553;0;1;0;0;0;0;0;1;2
554;0;1;0;0;0;0;1;1;3
555;0;0;0;0;0;0;0;0;0
556;0;1;0;1;0;0;1;1;4
557;0;1;0;1;0;0;1;0;3
558;0;0;0;0;0;0;0;0;0
559;0;1;0;1;0;0;1;0;3
560;0;1;0;1;0;0;1;1;4
561;0;1;0;1;0;0;1;0;3
562;0;1;0;0;0;0;1;1;3
563;0;1;0;0;0;0;1;1;3
564;0;1;0;0;0;0;1;1;3
565;0;0;0;0;0;0;0;0;0
566;0;0;0;0;0;0;0;0;0
567;0;0;0;0;0;0;0;0;0
568;0;0;0;0;0;0;0;0;0
569;0;0;0;0;0;0;0;0;0
570;0;0;0;0;0;0;0;0;0
571;0;0;0;0;0;0;0;0;0
572;0;0;0;0;0;0;0;0;0
573;0;1;0;0;0;0;1;1;3
574;0;0;0;0;0;0;0;0;0
575;0;1;0;0;0;0;1;1;3
576;0;1;0;0;0;0;1;1;3
577;0;0;0;0;0;0;0;0;0
578;0;1;0;0;0;0;1;1;3
579;0;0;0;0;0;0;0;0;0
580;0;1;0;0;0;0;1;1;3
581;0;0;0;0;0;0;0;0;0
582;0;1;0;0;0;0;1;1;3
583;0;1;0;0;0;0;1;1;3
584;0;0;0;0;0;0;0;0;0
585;0;0;0;0;0;0;0;0;0
586;0;1;0;1;0;0;1;1;4
587;0;1;0;0;0;0;1;1;3
588;0;1;0;1;0;0;1;1;4
589;0;0;0;0;0;0;0;0;0
590;0;1;0;1;0;0;1;1;4
591;0;1;0;0;0;0;1;1;3
592;0;1;0;1;0;0;1;1;4
593;0;1;0;0;0;0;1;1;3
594;0;1;0;0;1;0;1;1;4
595;0;1;0;0;1;0;0;0;2
596;0;1;0;0;0;0;0;1;2
597;0;1;0;0;1;0;1;1;4
598;0;1;0;1;1;0;1;1;5
599;0;1;0;0;0;0;1;1;3
600;0;1;0;0;0;0;1;1;3
601;0;0;0;0;0;0;0;0;0
602;0;1;0;0;0;0;1;1;3
603;0;0;0;0;0;0;0;0;0
604;0;1;0;0;0;0;1;1;3
605;0;1;0;0;0;0;1;1;3
606;0;1;0;0;0;0;1;1;3
607;0;0;0;0;0;0;0;0;0
608;0;1;0;0;0;0;1;1;3
609;0;1;0;0;0;0;1;1;3
610;0;0;0;0;0;0;0;0;0
611;0;1;0;0;0;0;1;1;3
612;0;0;0;0;0;0;0;0;0
613;0;1;0;0;0;0;1;1;3
614;0;1;0;0;0;0;1;1;3
615;0;0;0;0;0;0;0;0;0
616;0;1;0;0;0;0;1;1;3
617;0;0;0;0;0;0;0;0;0
618;0;1;0;0;0;0;1;1;3
619;0;0;0;0;0;0;0;0;0
620;0;1;0;1;0;0;0;1;3
621;0;0;0;0;0;0;0;0;0
622;0;1;0;1;0;0;0;1;3
623;0;1;0;1;0;0;1;1;4
624;0;1;0;1;0;0;1;1;4
625;0;1;0;0;0;0;1;1;3
626;0;1;0;1;0;0;1;1;4
627;0;1;0;0;0;0;1;1;3
628;0;1;0;1;0;0;1;1;4
629;0;0;0;0;0;0;0;0;0
630;0;1;0;1;0;0;0;1;3
631;0;1;0;1;0;0;1;1;4
632;0;1;0;0;0;0;1;1;3
633;0;0;0;0;0;0;0;0;0
634;0;1;0;0;1;0;0;0;2
635;0;1;0;0;0;0;0;1;2
636;0;1;0;1;1;0;1;0;4
637;0;1;0;0;0;0;1;1;3
638;0;1;0;0;0;0;1;1;3
639;0;0;0;0;0;0;0;0;0
640;0;0;0;0;0;0;0;0;0
641;0;1;0;0;0;0;1;1;3
642;0;0;0;0;0;0;0;0;0
643;0;0;0;0;0;0;0;0;0
644;0;1;0;0;0;0;1;1;3
645;0;1;0;0;0;0;1;1;3
646;0;1;0;0;0;0;1;1;3
647;0;0;0;0;0;0;0;0;0
648;0;0;0;0;0;0;0;0;0
649;0;1;0;0;0;0;1;1;3
650;0;1;0;0;0;0;1;1;3
651;0;1;0;0;0;0;1;1;3
652;0;1;0;0;0;0;1;1;3
653;0;0;0;0;0;0;0;0;0
654;0;1;0;0;0;0;1;1;3
655;0;1;0;0;0;0;1;1;3
656;0;0;0;0;0;0;0;0;0
657;0;1;0;0;0;0;1;1;3
658;0;1;0;0;0;0;1;1;3
659;0;0;0;0;0;0;0;0;0
660;0;1;0;0;0;0;1;1;3
661;0;1;0;0;0;0;1;1;3
662;0;0;0;0;0;0;0;0;0
663;0;1;0;1;0;0;0;1;3
664;0;1;0;1;0;0;1;1;4
665;0;1;0;1;0;0;1;1;4
666;0;1;0;1;0;0;0;1;3
667;0;0;0;0;0;0;0;0;0
668;0;1;0;1;0;0;0;1;3
669;0;1;0;1;0;0;1;1;4
670;0;0;0;0;0;0;0;0;0
671;0;1;0;0;0;0;0;1;2
672;0;1;0;0;0;0;0;1;2
673;0;1;0;1;0;0;1;1;4
674;0;1;0;1;0;0;0;1;3
675;0;1;0;1;0;0;1;1;4
676;0;1;0;0;1;0;0;1;3
677;0;1;0;0;1;0;1;1;4
678;0;1;0;1;0;0;0;1;3
679;0;1;0;0;0;0;1;1;3
680;0;1;0;0;1;0;0;0;2
681;0;1;0;0;1;0;0;0;2
682;0;1;0;0;0;0;1;1;3
683;0;0;0;0;0;0;0;0;0
684;0;1;0;0;0;0;1;1;3
685;0;1;0;0;0;0;1;1;3
686;0;0;0;0;0;0;0;0;0
687;0;1;0;0;0;0;1;1;3
688;0;0;0;0;0;0;0;0;0
689;0;1;0;0;0;0;1;1;3
690;0;0;0;0;0;0;0;0;0
691;0;1;0;0;0;0;1;1;3
692;0;1;0;0;0;0;1;1;3
693;0;0;0;0;0;0;0;0;0
694;0;1;0;0;0;0;1;1;3
